scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Taurus Liquid Fund - Regular Plan - SI Growth Option,0.558,-6.785,0.451,0.511,0.484,0.448,2.661,0.459,0.409,0.445,0.426,0.45,0.449,0.386,0.449,0.439,0.45,0.441,0.474,0.486,0.463,0.484,0.465,0.487,0.507,0.442,0.485,0.508,0.443,0.407,0.437,0.382,0.374,0.372,0.361,0.36,0.359,0.358,0.277,0.163,0.208,0.264,0.464,0.436,0.443,0.464,1.207,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option,Taurus Liquid Fund - Regular Plan - SI Growth Option
Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,0.051,-7.135,0.451,0.511,0.484,0.448,2.661,0.459,0.409,0.445,0.426,0.45,0.449,0.141,0.061,-0.09,-0.055,0.031,0.047,-0.063,0.028,0.048,-0.089,0.033,-0.065,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,0.05,0.025,-0.075,0.013,0.04,-0.082,0.012,-0.051,0.024,0.031,-0.043,0.013,-0.016,0.025,-0.037,0.011,-0.034,0.026,0.034,0.041,1.207,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option,Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option
Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,-7.115,0.451,0.511,0.484,0.448,2.661,0.459,0.409,0.445,0.426,0.45,0.449,0.126,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,0.012,-0.012,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,0.059,1.207,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option,Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option
Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,-3.916,0.184,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,0.311,0.291,0.176,0.221,0.225,0.248,0.238,0.245,0.255,0.008,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan,Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan
Taurus Liquid Fund Insti Growth,0.552,-6.79,0.445,0.505,0.478,0.443,2.656,0.453,0.404,0.14,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth,Taurus Liquid Fund Insti Growth
Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,-7.113,0.457,0.517,0.491,0.455,2.667,0.466,0.415,0.454,0.436,0.46,0.459,0.037,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,0.012,-0.012,0.001,-0.001,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,0.028,0.006,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option,Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option
Taurus Liquid Fund-Direct Plan-SI Growth Option,0.565,-6.78,0.457,0.517,0.491,0.455,2.667,0.466,0.415,0.454,0.436,0.46,0.459,0.395,0.459,0.449,0.46,0.451,0.484,0.497,0.473,0.494,0.475,0.497,0.513,0.447,0.49,0.463,0.448,0.412,0.441,0.385,0.377,0.376,0.364,0.363,0.363,0.361,0.28,0.166,0.211,0.215,0.22,0.203,0.209,0.218,0.006,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option,Taurus Liquid Fund-Direct Plan-SI Growth Option
Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,0.052,-7.135,0.458,0.517,0.492,0.455,2.668,0.466,0.416,0.455,0.438,0.462,0.461,0.047,0.061,-0.091,-0.056,0.032,0.048,-0.065,0.028,0.049,-0.091,0.034,-0.066,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,0.051,0.026,-0.076,0.013,0.04,-0.083,0.012,-0.052,0.025,-0.002,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,0.147,0.006,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option,Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option
Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,-7.118,0.437,0.497,0.47,0.435,2.648,0.444,0.396,0.434,0.416,0.439,0.438,0.271,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,0.012,-0.012,0.001,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,0.061,1.208,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend,Taurus Liquid Fund-Dividend
Taurus Liquid Fund-Growth,0.544,-6.798,0.437,0.497,0.47,0.435,2.648,0.444,0.396,0.434,0.416,0.439,0.438,0.375,0.438,0.428,0.439,0.43,0.463,0.475,0.452,0.473,0.455,0.477,0.496,0.432,0.474,0.498,0.432,0.396,0.426,0.372,0.363,0.361,0.35,0.349,0.35,0.344,0.276,0.163,0.208,0.264,0.464,0.439,0.451,0.476,1.208,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth,Taurus Liquid Fund-Growth
Taurus Short Term Income Fund- Regular Plan - Dividend Option,-0.131,-11.224,0.446,0.371,0.451,0.44,4.008,0.455,0.403,0.426,0.411,0.403,0.433,0.38,0.37,0.344,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option,Taurus Short Term Income Fund- Regular Plan - Dividend Option
